STATE,EESTATU,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Maine,Hourly Non-union,0,1328361,548,0,0
Maine,Non-union,0,1328361,548,0,0
Maine,Union,0,1328361,548,0,0
Maryland,Salary Non-union,516,5773552,4495,8.9373,114.7942
Maryland,Salary Union,14,5773552,4495,0.2425,3.1146
Maryland,Salary Other,179,5773552,4495,3.1003,39.822
Maryland,Hourly Non-union,33,5773552,4495,0.5716,7.3415
Maryland,Hourly Union,2,5773552,4495,0.0346,0.4449
Maryland,Hourly Other,14,5773552,4495,0.2425,3.1146
Maryland,Non-union,24,5773552,4495,0.4157,5.3393
Maryland,Union,8,5773552,4495,0.1386,1.7798
Maryland,Unknown,46,5773552,4495,0.7967,10.2336
Massachusetts,Salary Non-union,561,6547629,5945,8.568,94.365
Massachusetts,Salary Union,35,6547629,5945,0.5345,5.8873
Massachusetts,Salary Other,149,6547629,5945,2.2756,25.0631
Massachusetts,Hourly Non-union,14,6547629,5945,0.2138,2.3549
Massachusetts,Hourly Union,1,6547629,5945,0.0153,0.1682
Massachusetts,Hourly Other,17,6547629,5945,0.2596,2.8595
Massachusetts,Non-union,24,6547629,5945,0.3665,4.037
Massachusetts,Union,2,6547629,5945,0.0305,0.3364
Massachusetts,Unknown,39,6547629,5945,0.5956,6.5601
Michigan,Salary Non-union,1695,9883640,23231,17.1496,72.9629
Michigan,Salary Union,49,9883640,23231,0.4958,2.1093
Michigan,Salary Other,1861,9883640,23231,18.8291,80.1085
Michigan,Hourly Non-union,474,9883640,23231,4.7958,20.4038
Michigan,Hourly Union,16,9883640,23231,0.1619,0.6887
Michigan,Hourly Other,35,9883640,23231,0.3541,1.5066
Michigan,Non-union,43,9883640,23231,0.4351,1.851
Michigan,Union,179,9883640,23231,1.8111,7.7052
Michigan,Unknown,104,9883640,23231,1.0522,4.4768
Minnesota,Salary Non-union,293,5303925,2775,5.5242000000000004,105.5856
Minnesota,Salary Union,11,5303925,2775,0.2074,3.964
Minnesota,Salary Other,43,5303925,2775,0.8107,15.4955
Minnesota,Hourly Non-union,4,5303925,2775,0.0754,1.4414
Minnesota,Hourly Union,3,5303925,2775,0.0566,1.0811
Minnesota,Hourly Other,20,5303925,2775,0.3771,7.2072
Minnesota,Non-union,5,5303925,2775,0.0943,1.8018
Minnesota,Union,1,5303925,2775,0.0189,0.3604
Minnesota,Unknown,48,5303925,2775,0.905,17.2973
Mississippi,Salary Non-union,644,2967297,4220,21.7033,152.6066
Mississippi,Salary Union,8,2967297,4220,0.2696,1.8957
Mississippi,Salary Other,145,2967297,4220,4.8866,34.3602
Mississippi,Hourly Non-union,17,2967297,4220,0.5729,4.0284
Mississippi,Hourly Union,3,2967297,4220,0.1011,0.7109
Mississippi,Hourly Other,21,2967297,4220,0.7077,4.9763
Mississippi,Non-union,12,2967297,4220,0.4044,2.8436
Mississippi,Union,6,2967297,4220,0.2022,1.4218
Mississippi,Unknown,12,2967297,4220,0.4044,2.8436
Missouri,Salary Non-union,1035,5988927,8960,17.2819,115.5134
Missouri,Salary Union,8,5988927,8960,0.1336,0.8929
Missouri,Salary Other,411,5988927,8960,6.8627,45.8705
Missouri,Hourly Non-union,92,5988927,8960,1.5362,10.2679
Missouri,Hourly Union,10,5988927,8960,0.167,1.1161
Missouri,Hourly Other,32,5988927,8960,0.5343,3.5714
Missouri,Non-union,41,5988927,8960,0.6846,4.5759
Missouri,Union,31,5988927,8960,0.5176,3.4598
Missouri,Unknown,67,5988927,8960,1.1187,7.4777
Montana,Salary Non-union,18,989415,290,1.8193,62.069
Montana,Salary Other,5,989415,290,0.5053,17.2414
Montana,Hourly Non-union,1,989415,290,0.1011,3.4483
Montana,Hourly Union,9,989415,290,0.9096,31.0345
Montana,Hourly Other,1,989415,290,0.1011,3.4483
Montana,Non-union,1,989415,290,0.1011,3.4483
Montana,Unknown,2,989415,290,0.2021,6.8966
Montana,Salary Union,0,989415,290,0,0
Montana,Union,0,989415,290,0,0
Nebraska,Salary Non-union,114,1826341,988,6.242,115.3846
Nebraska,Salary Union,2,1826341,988,0.1095,2.0243
Nebraska,Salary Other,13,1826341,988,0.7118,13.1579
Nebraska,Hourly Non-union,5,1826341,988,0.2738,5.0607
Nebraska,Hourly Union,2,1826341,988,0.1095,2.0243
Nebraska,Hourly Other,7,1826341,988,0.3833,7.085
Nebraska,Non-union,2,1826341,988,0.1095,2.0243
Nebraska,Union,1,1826341,988,0.0548,1.0121
Nebraska,Unknown,13,1826341,988,0.7118,13.1579
Nevada,Salary Non-union,219,2700551,2031,8.1095,107.8287
Nevada,Salary Union,9,2700551,2031,0.3333,4.4313
Nevada,Salary Other,45,2700551,2031,1.6663,22.1566
Nevada,Hourly Non-union,9,2700551,2031,0.3333,4.4313
Nevada,Hourly Union,66,2700551,2031,2.4439,32.4963
Nevada,Hourly Other,6,2700551,2031,0.2222,2.9542
Nevada,Non-union,4,2700551,2031,0.1481,1.9695
Nevada,Union,1,2700551,2031,0.037,0.4924
Nevada,Unknown,20,2700551,2031,0.7406,9.8474
New Hampshire,Salary Non-union,72,1316470,735,5.4692,97.9592
New Hampshire,Salary Union,1,1316470,735,0.076,1.3605
New Hampshire,Salary Other,23,1316470,735,1.7471,31.2925
New Hampshire,Hourly Non-union,1,1316470,735,0.076,1.3605
New Hampshire,Hourly Union,1,1316470,735,0.076,1.3605
New Hampshire,Hourly Other,1,1316470,735,0.076,1.3605
New Hampshire,Non-union,3,1316470,735,0.2279,4.0816
New Hampshire,Union,1,1316470,735,0.076,1.3605
New Hampshire,Unknown,6,1316470,735,0.4558,8.1633
New Jersey,Salary Non-union,693,8791894,6690,7.8823,103.5874
New Jersey,Salary Union,18,8791894,6690,0.2047,2.6906
New Jersey,Salary Other,302,8791894,6690,3.435,45.142
New Jersey,Hourly Non-union,37,8791894,6690,0.4208,5.5306
New Jersey,Hourly Union,6,8791894,6690,0.0682,0.8969
New Jersey,Hourly Other,43,8791894,6690,0.4891,6.4275
New Jersey,Non-union,34,8791894,6690,0.3867,5.0822
New Jersey,Union,15,8791894,6690,0.1706,2.2422
New Jersey,Unknown,72,8791894,6690,0.8189,10.7623
New Mexico,Salary Non-union,54,2059179,508,2.6224,106.2992
New Mexico,Salary Union,2,2059179,508,0.0971,3.937
New Mexico,Salary Other,11,2059179,508,0.5342,21.6535
New Mexico,Hourly Non-union,3,2059179,508,0.1457,5.9055
New Mexico,Hourly Union,5,2059179,508,0.2428,9.8425
New Mexico,Hourly Other,2,2059179,508,0.0971,3.937
New Mexico,Unknown,12,2059179,508,0.5828,23.622
New Mexico,Non-union,0,2059179,508,0,0
New Mexico,Union,0,2059179,508,0,0
New York,Salary Non-union,894,19378102,9491,4.6135,94.1945
New York,Salary Union,23,19378102,9491,0.1187,2.4233
New York,Salary Other,456,19378102,9491,2.3532,48.0455
New York,Hourly Non-union,69,19378102,9491,0.3561,7.27
New York,Hourly Union,3,19378102,9491,0.0155,0.3161
New York,Hourly Other,42,19378102,9491,0.2167,4.4252
New York,Non-union,44,19378102,9491,0.2271,4.636
New York,Union,20,19378102,9491,0.1032,2.1073
New York,Unknown,114,19378102,9491,0.5883,12.0114
North Carolina,Salary Non-union,665,9535483,5321,6.974,124.9765
North Carolina,Salary Union,19,9535483,5321,0.1993,3.5708
North Carolina,Salary Other,173,9535483,5321,1.8143,32.5127
North Carolina,Hourly Non-union,25,9535483,5321,0.2622,4.6984
North Carolina,Hourly Union,4,9535483,5321,0.0419,0.7517
North Carolina,Hourly Other,31,9535483,5321,0.3251,5.826
North Carolina,Non-union,28,9535483,5321,0.2936,5.2622
North Carolina,Union,12,9535483,5321,0.1258,2.2552
North Carolina,Unknown,72,9535483,5321,0.7551,13.5313
North Dakota,Salary Non-union,33,672591,264,4.9064,125
North Dakota,Salary Other,2,672591,264,0.2974,7.5758
North Dakota,Hourly Union,1,672591,264,0.1487,3.7879
North Dakota,Hourly Other,1,672591,264,0.1487,3.7879
North Dakota,Non-union,1,672591,264,0.1487,3.7879
North Dakota,Union,1,672591,264,0.1487,3.7879
North Dakota,Unknown,1,672591,264,0.1487,3.7879
North Dakota,Salary Union,0,672591,264,0,0
North Dakota,Hourly Non-union,0,672591,264,0,0
Ohio,Salary Non-union,1725,11536504,18596,14.9525,92.7619
Ohio,Salary Union,66,11536504,18596,0.5721,3.5492
Ohio,Salary Other,1191,11536504,18596,10.3238,64.046
Ohio,Hourly Non-union,235,11536504,18596,2.037,12.6371
Ohio,Hourly Union,5,11536504,18596,0.0433,0.2689
Ohio,Hourly Other,62,11536504,18596,0.5374,3.3341
Ohio,Non-union,30,11536504,18596,0.26,1.6133
Ohio,Union,127,11536504,18596,1.1009,6.8294
Ohio,Unknown,271,11536504,18596,2.3491,14.573
Oklahoma,Salary Non-union,264,3751351,2496,7.0375,105.7692
Oklahoma,Salary Union,2,3751351,2496,0.0533,0.8013
Oklahoma,Salary Other,126,3751351,2496,3.3588,50.4808
Oklahoma,Hourly Non-union,25,3751351,2496,0.6664,10.016
Oklahoma,Hourly Union,8,3751351,2496,0.2133,3.2051
Oklahoma,Hourly Other,12,3751351,2496,0.3199,4.8077
Oklahoma,Non-union,7,3751351,2496,0.1866,2.8045
Oklahoma,Union,10,3751351,2496,0.2666,4.0064
Oklahoma,Unknown,27,3751351,2496,0.7197,10.8173
Oregon,Salary Non-union,305,3831074,3046,7.9612,100.1313
Oregon,Salary Union,41,3831074,3046,1.0702,13.4603
Oregon,Salary Other,67,3831074,3046,1.7489,21.9961
Oregon,Hourly Non-union,2,3831074,3046,0.0522,0.6566
Oregon,Hourly Union,28,3831074,3046,0.7309,9.1924
Oregon,Hourly Other,12,3831074,3046,0.3132,3.9396
Oregon,Non-union,7,3831074,3046,0.1827,2.2981
Oregon,Union,1,3831074,3046,0.0261,0.3283
Oregon,Unknown,29,3831074,3046,0.757,9.5207
Pennsylvania,Salary Non-union,949,12702379,8980,7.471,105.6793
Pennsylvania,Salary Union,18,12702379,8980,0.1417,2.0045
Pennsylvania,Salary Other,313,12702379,8980,2.4641,34.8552
Pennsylvania,Hourly Non-union,42,12702379,8980,0.3306,4.6771
Pennsylvania,Hourly Union,4,12702379,8980,0.0315,0.4454
Pennsylvania,Hourly Other,44,12702379,8980,0.3464,4.8998
Pennsylvania,Non-union,39,12702379,8980,0.307,4.343
Pennsylvania,Union,16,12702379,8980,0.126,1.7817
Pennsylvania,Unknown,108,12702379,8980,0.8502,12.0267
Puerto Rico,Salary Non-union,6,3725789,117,0.161,51.2821
Puerto Rico,Salary Other,1,3725789,117,0.0268,8.547
Puerto Rico,Hourly Other,1,3725789,117,0.0268,8.547
Puerto Rico,Non-union,2,3725789,117,0.0537,17.094
Puerto Rico,Unknown,1,3725789,117,0.0268,8.547
Puerto Rico,Salary Union,0,3725789,117,0,0
Puerto Rico,Hourly Non-union,0,3725789,117,0,0
Puerto Rico,Hourly Union,0,3725789,117,0,0
Puerto Rico,Union,0,3725789,117,0,0
Rhode Island,Salary Non-union,74,1052567,795,7.0304,93.0818
Rhode Island,Salary Union,5,1052567,795,0.475,6.2893
Rhode Island,Salary Other,12,1052567,795,1.1401,15.0943
Rhode Island,Hourly Other,2,1052567,795,0.19,2.5157
Rhode Island,Non-union,6,1052567,795,0.57,7.5472
Rhode Island,Unknown,8,1052567,795,0.76,10.0629
Rhode Island,Hourly Non-union,0,1052567,795,0,0
Rhode Island,Hourly Union,0,1052567,795,0,0
Rhode Island,Union,0,1052567,795,0,0
South Carolina,Salary Non-union,299,4625364,2399,6.4644,124.6353
South Carolina,Salary Union,10,4625364,2399,0.2162,4.1684
South Carolina,Salary Other,88,4625364,2399,1.9026,36.682
South Carolina,Hourly Non-union,15,4625364,2399,0.3243,6.2526
South Carolina,Hourly Union,5,4625364,2399,0.1081,2.0842
South Carolina,Hourly Other,14,4625364,2399,0.3027,5.8358
South Carolina,Non-union,16,4625364,2399,0.3459,6.6694
South Carolina,Union,3,4625364,2399,0.0649,1.2505
South Carolina,Unknown,30,4625364,2399,0.6486,12.5052
South Dakota,Salary Non-union,49,814180,360,6.0183,136.1111
South Dakota,Salary Other,3,814180,360,0.3685,8.3333
South Dakota,Hourly Union,1,814180,360,0.1228,2.7778
South Dakota,Hourly Other,7,814180,360,0.8598,19.4444
South Dakota,Non-union,1,814180,360,0.1228,2.7778
South Dakota,Unknown,2,814180,360,0.2456,5.5556
South Dakota,Salary Union,0,814180,360,0,0
South Dakota,Hourly Non-union,0,814180,360,0,0
South Dakota,Union,0,814180,360,0,0
Tennessee,Salary Non-union,1486,6346105,10788,23.4159,137.7456
Tennessee,Salary Union,74,6346105,10788,1.1661,6.8595
Tennessee,Salary Other,309,6346105,10788,4.8691,28.6429
Tennessee,Hourly Non-union,43,6346105,10788,0.6776,3.9859
Tennessee,Hourly Union,146,6346105,10788,2.3006,13.5336
Tennessee,Hourly Other,34,6346105,10788,0.5358,3.1516
Tennessee,Non-union,16,6346105,10788,0.2521,1.4831
Tennessee,Union,14,6346105,10788,0.2206,1.2977
Tennessee,Unknown,82,6346105,10788,1.2921,7.601
Texas,Salary Non-union,3203,25145561,24161,12.7378,132.569
Texas,Salary Union,83,25145561,24161,0.3301,3.4353
Texas,Salary Other,565,25145561,24161,2.2469,23.3848
Texas,Hourly Non-union,57,25145561,24161,0.2267,2.3592
Texas,Hourly Union,41,25145561,24161,0.1631,1.6969
Texas,Hourly Other,114,25145561,24161,0.4534,4.7183
Texas,Non-union,90,25145561,24161,0.3579,3.725
Texas,Union,31,25145561,24161,0.1233,1.2831
Texas,Unknown,380,25145561,24161,1.5112,15.7278
Utah,Salary Non-union,302,2763885,2598,10.9266,116.2433
Utah,Salary Union,3,2763885,2598,0.1085,1.1547
Utah,Salary Other,55,2763885,2598,1.99,21.1701
Utah,Hourly Non-union,2,2763885,2598,0.0724,0.7698
Utah,Hourly Union,4,2763885,2598,0.1447,1.5396
Utah,Hourly Other,6,2763885,2598,0.2171,2.3095
Utah,Non-union,24,2763885,2598,0.8683,9.2379
Utah,Union,1,2763885,2598,0.0362,0.3849
Utah,Unknown,11,2763885,2598,0.398,4.234
Vermont,Salary Non-union,14,625741,188,2.2373,74.4681
Vermont,Salary Other,7,625741,188,1.1187,37.234
Vermont,Hourly Non-union,1,625741,188,0.1598,5.3191
Vermont,Hourly Union,1,625741,188,0.1598,5.3191
Vermont,Non-union,1,625741,188,0.1598,5.3191
Vermont,Union,1,625741,188,0.1598,5.3191
Vermont,Unknown,1,625741,188,0.1598,5.3191
Vermont,Salary Union,0,625741,188,0,0
Vermont,Hourly Other,0,625741,188,0,0
Virginia,Salary Non-union,608,8001024,4923,7.599,123.5019
Virginia,Salary Union,16,8001024,4923,0.2,3.2501
Virginia,Salary Other,149,8001024,4923,1.8623,30.2661
Virginia,Hourly Non-union,17,8001024,4923,0.2125,3.4532
Virginia,Hourly Union,2,8001024,4923,0.025,0.4063
Virginia,Hourly Other,23,8001024,4923,0.2875,4.6719
Virginia,Non-union,13,8001024,4923,0.1625,2.6407
Virginia,Union,4,8001024,4923,0.05,0.8125
Virginia,Unknown,57,8001024,4923,0.7124,11.5783
Washington,Salary Non-union,351,6724540,3538,5.2197,99.2086
Washington,Salary Union,22,6724540,3538,0.3272,6.2182
Washington,Salary Other,62,6724540,3538,0.922,17.524
Washington,Hourly Non-union,4,6724540,3538,0.0595,1.1306
Washington,Hourly Union,13,6724540,3538,0.1933,3.6744
Washington,Hourly Other,16,6724540,3538,0.2379,4.5223
Washington,Non-union,7,6724540,3538,0.1041,1.9785
Washington,Union,1,6724540,3538,0.0149,0.2826
Washington,Unknown,36,6724540,3538,0.5354,10.1752
West Virginia,Salary Non-union,139,1852994,1245,7.5014,111.6466
West Virginia,Salary Union,2,1852994,1245,0.1079,1.6064
West Virginia,Salary Other,70,1852994,1245,3.7777,56.2249
West Virginia,Hourly Non-union,19,1852994,1245,1.0254,15.261
West Virginia,Hourly Union,1,1852994,1245,0.054,0.8032
West Virginia,Hourly Other,3,1852994,1245,0.1619,2.4096
West Virginia,Non-union,5,1852994,1245,0.2698,4.0161
West Virginia,Union,4,1852994,1245,0.2159,3.2129
West Virginia,Unknown,14,1852994,1245,0.7555,11.245
Wisconsin,Salary Non-union,309,5686986,3168,5.4335,97.5379
Wisconsin,Salary Union,10,5686986,3168,0.1758,3.1566
Wisconsin,Salary Other,133,5686986,3168,2.3387,41.9823
Wisconsin,Hourly Non-union,15,5686986,3168,0.2638,4.7348
Wisconsin,Hourly Other,13,5686986,3168,0.2286,4.1035
Wisconsin,Non-union,12,5686986,3168,0.211,3.7879
Wisconsin,Union,4,5686986,3168,0.0703,1.2626
Wisconsin,Unknown,30,5686986,3168,0.5275,9.4697
Wisconsin,Hourly Union,0,5686986,3168,0,0
Wyoming,Salary Non-union,19,563626,179,3.371,106.1453
Wyoming,Salary Union,1,563626,179,0.1774,5.5866
Wyoming,Salary Other,2,563626,179,0.3548,11.1732
Wyoming,Hourly Non-union,1,563626,179,0.1774,5.5866
Wyoming,Hourly Union,1,563626,179,0.1774,5.5866
Wyoming,Hourly Other,1,563626,179,0.1774,5.5866
Wyoming,Non-union,0,563626,179,0,0
Wyoming,Union,0,563626,179,0,0
Wyoming,Unknown,0,563626,179,0,0
