STATE,INDSTRY,CASES,CENSUSPOP,DS_POP,CS_RATE,DS_RATE
Florida,"Manufacturing, Nondurable Goods",59,18801310,46533,0.3138,1.2679
Florida,"Transportation, Communications, Utilities",193,18801310,46533,1.0265,4.1476
Florida,Retail Trade,77,18801310,46533,0.4095,1.6547
Florida,"Finance, Insurance, Real Estate",135,18801310,46533,0.718,2.9012
Florida,Services,166,18801310,46533,0.8829,3.5674
Florida,Wholesale,8,18801310,46533,0.0426,0.1719
Oklahoma,"Oil & Gas Extraction, Mining",11,3751351,8554,0.2932,1.2859
Oklahoma,"Manufacturing, Durable Goods",28,3751351,8554,0.7464,3.2733
Oklahoma,"Manufacturing, Nondurable Goods",19,3751351,8554,0.5065,2.2212
Oklahoma,"Transportation, Communications, Utilities",34,3751351,8554,0.9063,3.9747
Oklahoma,Retail Trade,2,3751351,8554,0.0533,0.2338
Oklahoma,"Finance, Insurance, Real Estate",11,3751351,8554,0.2932,1.2859
Oklahoma,Services,6,3751351,8554,0.1599,0.7014
Oklahoma,Wholesale,2,3751351,8554,0.0533,0.2338
Iowa,"Manufacturing, Durable Goods",35,3046355,7809,1.1489,4.482
Iowa,"Manufacturing, Nondurable Goods",31,3046355,7809,1.0176,3.9698
Iowa,"Transportation, Communications, Utilities",10,3046355,7809,0.3283,1.2806
Iowa,Retail Trade,4,3046355,7809,0.1313,0.5122
Iowa,"Finance, Insurance, Real Estate",8,3046355,7809,0.2626,1.0245
Iowa,Services,27,3046355,7809,0.8863,3.4575
California,"Oil & Gas Extraction, Mining",3,37253956,110781,0.0081,0.0271
California,"Manufacturing, Durable Goods",131,37253956,110781,0.3516,1.1825
California,"Manufacturing, Nondurable Goods",38,37253956,110781,0.102,0.343
California,"Transportation, Communications, Utilities",124,37253956,110781,0.3329,1.1193
California,Retail Trade,34,37253956,110781,0.0913,0.3069
California,"Finance, Insurance, Real Estate",90,37253956,110781,0.2416,0.8124
California,Services,412,37253956,110781,1.1059,3.719
California,Construction,1,37253956,110781,0.0027,0.009
California,Wholesale,4,37253956,110781,0.0107,0.0361
Wisconsin,"Oil & Gas Extraction, Mining",1,5686986,11819,0.0176,0.0846
Wisconsin,"Manufacturing, Durable Goods",35,5686986,11819,0.6154,2.9613
Wisconsin,"Manufacturing, Nondurable Goods",51,5686986,11819,0.8968,4.3151
Wisconsin,"Transportation, Communications, Utilities",40,5686986,11819,0.7034,3.3844
Wisconsin,Retail Trade,14,5686986,11819,0.2462,1.1845
Wisconsin,"Finance, Insurance, Real Estate",45,5686986,11819,0.7913,3.8074
Wisconsin,Services,24,5686986,11819,0.422,2.0306
Michigan,"Oil & Gas Extraction, Mining",4,9883640,60017,0.0405,0.0666
Michigan,"Manufacturing, Durable Goods",874,9883640,60017,8.8429,14.5625
Michigan,"Manufacturing, Nondurable Goods",48,9883640,60017,0.4857,0.7998
Michigan,"Transportation, Communications, Utilities",68,9883640,60017,0.688,1.133
Michigan,Retail Trade,26,9883640,60017,0.2631,0.4332
Michigan,"Finance, Insurance, Real Estate",26,9883640,60017,0.2631,0.4332
Michigan,Services,418,9883640,60017,4.2292,6.9647
Michigan,Wholesale,1,9883640,60017,0.0101,0.0167
Mississippi,"Oil & Gas Extraction, Mining",1,2967297,17188,0.0337,0.0582
Mississippi,"Manufacturing, Durable Goods",9,2967297,17188,0.3033,0.5236
Mississippi,"Manufacturing, Nondurable Goods",12,2967297,17188,0.4044,0.6982
Mississippi,"Transportation, Communications, Utilities",19,2967297,17188,0.6403,1.1054
Mississippi,Retail Trade,2,2967297,17188,0.0674,0.1164
Mississippi,"Finance, Insurance, Real Estate",5,2967297,17188,0.1685,0.2909
Mississippi,Services,8,2967297,17188,0.2696,0.4654
Mississippi,Wholesale,1,2967297,17188,0.0337,0.0582
Maine,"Manufacturing, Durable Goods",10,1328361,2387,0.7528,4.1894
Maine,"Manufacturing, Nondurable Goods",4,1328361,2387,0.3011,1.6757
Maine,"Transportation, Communications, Utilities",5,1328361,2387,0.3764,2.0947
Maine,Retail Trade,1,1328361,2387,0.0753,0.4189
Maine,"Finance, Insurance, Real Estate",6,1328361,2387,0.4517,2.5136
Maine,Construction,1,1328361,2387,0.0753,0.4189
Maine,Wholesale,1,1328361,2387,0.0753,0.4189
Nevada,"Manufacturing, Durable Goods",9,2700551,7302,0.3333,1.2325
Nevada,"Manufacturing, Nondurable Goods",7,2700551,7302,0.2592,0.9586
Nevada,"Transportation, Communications, Utilities",15,2700551,7302,0.5554,2.0542
Nevada,Retail Trade,10,2700551,7302,0.3703,1.3695
Nevada,"Finance, Insurance, Real Estate",12,2700551,7302,0.4444,1.6434
Nevada,Services,16,2700551,7302,0.5925,2.1912
Nevada,Wholesale,1,2700551,7302,0.037,0.1369
Minnesota,"Oil & Gas Extraction, Mining",4,5303925,10881,0.0754,0.3676
Minnesota,"Manufacturing, Durable Goods",26,5303925,10881,0.4902,2.3895
Minnesota,"Manufacturing, Nondurable Goods",19,5303925,10881,0.3582,1.7462
Minnesota,"Transportation, Communications, Utilities",41,5303925,10881,0.773,3.768
Minnesota,Retail Trade,48,5303925,10881,0.905,4.4114
Minnesota,"Finance, Insurance, Real Estate",26,5303925,10881,0.4902,2.3895
Minnesota,Services,28,5303925,10881,0.5279,2.5733
Minnesota,Wholesale,3,5303925,10881,0.0566,0.2757
Tennessee,"Manufacturing, Durable Goods",83,6346105,39193,1.3079,2.1177
Tennessee,"Manufacturing, Nondurable Goods",45,6346105,39193,0.7091,1.1482
Tennessee,"Transportation, Communications, Utilities",79,6346105,39193,1.2449,2.0157
Tennessee,Retail Trade,35,6346105,39193,0.5515,0.893
Tennessee,"Finance, Insurance, Real Estate",33,6346105,39193,0.52,0.842
Tennessee,Services,67,6346105,39193,1.0558,1.7095
Tennessee,Wholesale,2,6346105,39193,0.0315,0.051
Kentucky,"Oil & Gas Extraction, Mining",2,4339367,12082,0.0461,0.1655
Kentucky,"Manufacturing, Durable Goods",85,4339367,12082,1.9588,7.0353
Kentucky,"Manufacturing, Nondurable Goods",26,4339367,12082,0.5992,2.152
Kentucky,"Transportation, Communications, Utilities",20,4339367,12082,0.4609,1.6554
Kentucky,Retail Trade,12,4339367,12082,0.2765,0.9932
Kentucky,"Finance, Insurance, Real Estate",21,4339367,12082,0.4839,1.7381
Kentucky,Services,38,4339367,12082,0.8757,3.1452
Kentucky,Wholesale,1,4339367,12082,0.023,0.0828
Arizona,"Oil & Gas Extraction, Mining",8,6392017,24762,0.1252,0.3231
Arizona,"Manufacturing, Durable Goods",82,6392017,24762,1.2829,3.3115
Arizona,"Manufacturing, Nondurable Goods",17,6392017,24762,0.266,0.6865
Arizona,"Transportation, Communications, Utilities",37,6392017,24762,0.5788,1.4942
Arizona,Retail Trade,19,6392017,24762,0.2972,0.7673
Arizona,"Finance, Insurance, Real Estate",90,6392017,24762,1.408,3.6346
Arizona,Services,244,6392017,24762,3.8173,9.8538
Arizona,Construction,2,6392017,24762,0.0313,0.0808
Arizona,Wholesale,1,6392017,24762,0.0156,0.0404
New Mexico,"Oil & Gas Extraction, Mining",2,2059179,2122,0.0971,0.9425
New Mexico,"Manufacturing, Durable Goods",10,2059179,2122,0.4856,4.7125
New Mexico,"Manufacturing, Nondurable Goods",1,2059179,2122,0.0486,0.4713
New Mexico,"Transportation, Communications, Utilities",7,2059179,2122,0.3399,3.2988
New Mexico,Retail Trade,2,2059179,2122,0.0971,0.9425
New Mexico,"Finance, Insurance, Real Estate",1,2059179,2122,0.0486,0.4713
New Mexico,Services,4,2059179,2122,0.1943,1.885
Virginia,"Manufacturing, Durable Goods",59,8001024,16696,0.73740000000000006,3.5338
Virginia,"Manufacturing, Nondurable Goods",30,8001024,16696,0.375,1.7968
Virginia,"Transportation, Communications, Utilities",66,8001024,16696,0.8249,3.953
Virginia,Retail Trade,27,8001024,16696,0.3375,1.6172
Virginia,"Finance, Insurance, Real Estate",46,8001024,16696,0.5749,2.7552
Virginia,Services,19,8001024,16696,0.2375,1.138
Virginia,Wholesale,1,8001024,16696,0.0125,0.0599
Wyoming,"Oil & Gas Extraction, Mining",1,563626,756,0.1774,1.3228
Wyoming,"Manufacturing, Durable Goods",1,563626,756,0.1774,1.3228
Wyoming,"Manufacturing, Nondurable Goods",1,563626,756,0.1774,1.3228
Wyoming,"Transportation, Communications, Utilities",1,563626,756,0.1774,1.3228
Wyoming,Retail Trade,2,563626,756,0.3548,2.6455
Wyoming,"Finance, Insurance, Real Estate",2,563626,756,0.3548,2.6455
Wyoming,Services,4,563626,756,0.7097,5.291
Missouri,"Oil & Gas Extraction, Mining",2,5988927,30140,0.0334,0.0664
Missouri,"Manufacturing, Durable Goods",193,5988927,30140,3.2226,6.4035
Missouri,"Manufacturing, Nondurable Goods",42,5988927,30140,0.7013,1.3935
Missouri,"Transportation, Communications, Utilities",95,5988927,30140,1.5863,3.152
Missouri,Retail Trade,19,5988927,30140,0.3173,0.6304
Missouri,"Finance, Insurance, Real Estate",49,5988927,30140,0.8182,1.6257
Missouri,Services,35,5988927,30140,0.5844,1.1612
Missouri,Wholesale,4,5988927,30140,0.0668,0.1327
Washington,"Manufacturing, Durable Goods",32,6724540,18780,0.4759,1.7039
Washington,"Manufacturing, Nondurable Goods",7,6724540,18780,0.1041,0.3727
Washington,"Transportation, Communications, Utilities",37,6724540,18780,0.5502,1.9702
Washington,Retail Trade,14,6724540,18780,0.2082,0.7455
Washington,"Finance, Insurance, Real Estate",16,6724540,18780,0.2379,0.852
Washington,Services,24,6724540,18780,0.3569,1.278
Idaho,"Manufacturing, Durable Goods",4,1567582,2345,0.2552,1.7058
Idaho,"Manufacturing, Nondurable Goods",3,1567582,2345,0.1914,1.2793
Idaho,"Transportation, Communications, Utilities",7,1567582,2345,0.4465,2.9851
Idaho,Retail Trade,4,1567582,2345,0.2552,1.7058
Idaho,"Finance, Insurance, Real Estate",12,1567582,2345,0.7655,5.1173
Idaho,Services,6,1567582,2345,0.3828,2.5586
West Virginia,"Oil & Gas Extraction, Mining",3,1852994,3558,0.1619,0.8432
West Virginia,"Manufacturing, Durable Goods",23,1852994,3558,1.2412,6.4643
West Virginia,"Manufacturing, Nondurable Goods",14,1852994,3558,0.7555,3.9348
West Virginia,"Transportation, Communications, Utilities",28,1852994,3558,1.5111,7.8696
West Virginia,Retail Trade,3,1852994,3558,0.1619,0.8432
West Virginia,"Finance, Insurance, Real Estate",5,1852994,3558,0.2698,1.4053
West Virginia,Services,8,1852994,3558,0.4317,2.2485
West Virginia,Wholesale,1,1852994,3558,0.054,0.2811
Massachusetts,"Oil & Gas Extraction, Mining",3,6547629,27050,0.0458,0.1109
Massachusetts,"Manufacturing, Durable Goods",49,6547629,27050,0.7484,1.8115
Massachusetts,"Manufacturing, Nondurable Goods",22,6547629,27050,0.336,0.8133
Massachusetts,"Transportation, Communications, Utilities",100,6547629,27050,1.5273,3.6969
Massachusetts,Retail Trade,24,6547629,27050,0.3665,0.8872
Massachusetts,"Finance, Insurance, Real Estate",56,6547629,27050,0.8553,2.0702
Massachusetts,Services,134,6547629,27050,2.0465,4.9538
Massachusetts,Construction,2,6547629,27050,0.0305,0.0739
Massachusetts,Wholesale,3,6547629,27050,0.0458,0.1109
North Carolina,"Manufacturing, Durable Goods",51,9535483,22713,0.5348,2.2454
North Carolina,"Manufacturing, Nondurable Goods",56,9535483,22713,0.5873,2.4655
North Carolina,"Transportation, Communications, Utilities",60,9535483,22713,0.6292,2.6417
North Carolina,Retail Trade,14,9535483,22713,0.1468,0.6164
North Carolina,"Finance, Insurance, Real Estate",49,9535483,22713,0.5139,2.1574
North Carolina,Services,45,9535483,22713,0.4719,1.9812
Oregon,"Manufacturing, Durable Goods",35,3831074,15289,0.9136,2.2892
Oregon,"Manufacturing, Nondurable Goods",5,3831074,15289,0.1305,0.327
Oregon,"Transportation, Communications, Utilities",17,3831074,15289,0.4437,1.1119
Oregon,Retail Trade,18,3831074,15289,0.4698,1.1773
Oregon,"Finance, Insurance, Real Estate",13,3831074,15289,0.3393,0.8503
Oregon,Services,97,3831074,15289,2.5319,6.3444
Oregon,Wholesale,1,3831074,15289,0.0261,0.0654
Rhode Island,"Oil & Gas Extraction, Mining",1,1052567,4223,0.095,0.2368
Rhode Island,"Manufacturing, Durable Goods",13,1052567,4223,1.2351,3.0784
Rhode Island,"Manufacturing, Nondurable Goods",2,1052567,4223,0.19,0.4736
Rhode Island,"Transportation, Communications, Utilities",10,1052567,4223,0.9501,2.368
Rhode Island,Retail Trade,7,1052567,4223,0.665,1.6576
Rhode Island,"Finance, Insurance, Real Estate",8,1052567,4223,0.76,1.8944
Rhode Island,Services,11,1052567,4223,1.0451,2.6048
Colorado,"Oil & Gas Extraction, Mining",5,5029196,12893,0.0994,0.3878
Colorado,"Manufacturing, Durable Goods",38,5029196,12893,0.7556,2.9473
Colorado,"Manufacturing, Nondurable Goods",10,5029196,12893,0.1988,0.7756
Colorado,"Transportation, Communications, Utilities",45,5029196,12893,0.8948,3.4903
Colorado,Retail Trade,21,5029196,12893,0.4176,1.6288
Colorado,"Finance, Insurance, Real Estate",18,5029196,12893,0.3579,1.3961
Colorado,Services,37,5029196,12893,0.7357,2.8698
Colorado,Wholesale,1,5029196,12893,0.0199,0.0776
Connecticut,"Manufacturing, Durable Goods",42,3574097,14366,1.1751,2.9236
Connecticut,"Manufacturing, Nondurable Goods",18,3574097,14366,0.5036,1.253
Connecticut,"Transportation, Communications, Utilities",46,3574097,14366,1.287,3.202
Connecticut,Retail Trade,13,3574097,14366,0.3637,0.9049
Connecticut,"Finance, Insurance, Real Estate",24,3574097,14366,0.6715,1.6706
Connecticut,Services,34,3574097,14366,0.9513,2.3667
Connecticut,Construction,5,3574097,14366,0.1399,0.348
Connecticut,Wholesale,5,3574097,14366,0.1399,0.348
New Hampshire,"Manufacturing, Durable Goods",11,1316470,3257,0.8356,3.3773
New Hampshire,"Manufacturing, Nondurable Goods",3,1316470,3257,0.2279,0.9211
New Hampshire,"Transportation, Communications, Utilities",17,1316470,3257,1.2913,5.2195
New Hampshire,Retail Trade,1,1316470,3257,0.076,0.307
New Hampshire,"Finance, Insurance, Real Estate",11,1316470,3257,0.8356,3.3773
New Hampshire,Services,16,1316470,3257,1.2154,4.9125
New Jersey,"Oil & Gas Extraction, Mining",2,8791894,25601,0.0227,0.0781
New Jersey,"Manufacturing, Durable Goods",52,8791894,25601,0.5915,2.0312
New Jersey,"Manufacturing, Nondurable Goods",52,8791894,25601,0.5915,2.0312
New Jersey,"Transportation, Communications, Utilities",138,8791894,25601,1.5696,5.3904
New Jersey,Retail Trade,25,8791894,25601,0.2844,0.9765
New Jersey,"Finance, Insurance, Real Estate",83,8791894,25601,0.9441,3.2421
New Jersey,Services,17,8791894,25601,0.1934,0.664
New Jersey,Wholesale,1,8791894,25601,0.0114,0.0391
Alabama,"Manufacturing, Durable Goods",63,4779736,19688,1.3181,3.1999
Alabama,"Manufacturing, Nondurable Goods",13,4779736,19688,0.272,0.6603
Alabama,"Transportation, Communications, Utilities",42,4779736,19688,0.8787,2.1333
Alabama,Retail Trade,10,4779736,19688,0.2092,0.5079
Alabama,"Finance, Insurance, Real Estate",5,4779736,19688,0.1046,0.254
Alabama,Services,11,4779736,19688,0.2301,0.5587
Alabama,Wholesale,2,4779736,19688,0.0418,0.1016
Alaska,"Oil & Gas Extraction, Mining",3,710231,1193,0.4224,2.5147
Alaska,"Manufacturing, Nondurable Goods",1,710231,1193,0.1408,0.8382
Alaska,"Transportation, Communications, Utilities",1,710231,1193,0.1408,0.8382
Alaska,Retail Trade,2,710231,1193,0.2816,1.6764
Alaska,"Finance, Insurance, Real Estate",1,710231,1193,0.1408,0.8382
Alaska,Services,12,710231,1193,1.6896,10.0587
South Carolina,"Oil & Gas Extraction, Mining",1,4625364,8448,0.0216,0.1184
South Carolina,"Manufacturing, Durable Goods",44,4625364,8448,0.9513,5.2083
South Carolina,"Manufacturing, Nondurable Goods",16,4625364,8448,0.3459,1.8939
South Carolina,"Transportation, Communications, Utilities",27,4625364,8448,0.5837,3.196
South Carolina,Retail Trade,6,4625364,8448,0.1297,0.7102
South Carolina,"Finance, Insurance, Real Estate",9,4625364,8448,0.1946,1.0653
South Carolina,Services,10,4625364,8448,0.2162,1.1837
Kansas,"Oil & Gas Extraction, Mining",1,2853118,7854,0.035,0.1273
Kansas,"Manufacturing, Durable Goods",22,2853118,7854,0.7711,2.8011
Kansas,"Manufacturing, Nondurable Goods",17,2853118,7854,0.5958,2.1645
Kansas,"Transportation, Communications, Utilities",16,2853118,7854,0.5608,2.0372
Kansas,Retail Trade,5,2853118,7854,0.1752,0.6366
Kansas,"Finance, Insurance, Real Estate",9,2853118,7854,0.3154,1.1459
Kansas,Services,9,2853118,7854,0.3154,1.1459
Delaware,"Oil & Gas Extraction, Mining",2,897934,8224,0.2227,0.2432
Delaware,"Manufacturing, Durable Goods",26,897934,8224,2.8955,3.1615
Delaware,"Transportation, Communications, Utilities",19,897934,8224,2.116,2.3103
Delaware,Retail Trade,4,897934,8224,0.4455,0.4864
Delaware,"Finance, Insurance, Real Estate",25,897934,8224,2.7842,3.0399
Delaware,Services,4,897934,8224,0.4455,0.4864
Utah,"Manufacturing, Durable Goods",14,2763885,11502,0.5065,1.2172
Utah,"Manufacturing, Nondurable Goods",9,2763885,11502,0.3256,0.7825
Utah,"Transportation, Communications, Utilities",37,2763885,11502,1.3387,3.2168
Utah,Retail Trade,16,2763885,11502,0.5789,1.3911
Utah,"Finance, Insurance, Real Estate",21,2763885,11502,0.7598,1.8258
Utah,Services,12,2763885,11502,0.4342,1.0433
Utah,Construction,1,2763885,11502,0.0362,0.0869
Utah,Wholesale,2,2763885,11502,0.0724,0.1739
Nebraska,"Manufacturing, Durable Goods",8,1826341,4084,0.438,1.9589
Nebraska,"Manufacturing, Nondurable Goods",14,1826341,4084,0.7666,3.428
Nebraska,"Transportation, Communications, Utilities",8,1826341,4084,0.438,1.9589
Nebraska,Retail Trade,1,1826341,4084,0.0548,0.2449
Nebraska,"Finance, Insurance, Real Estate",9,1826341,4084,0.4928,2.2037
Nebraska,Services,14,1826341,4084,0.7666,3.428
Montana,"Oil & Gas Extraction, Mining",2,989415,1110,0.2021,1.8018
Montana,"Manufacturing, Durable Goods",3,989415,1110,0.3032,2.7027
Montana,"Manufacturing, Nondurable Goods",3,989415,1110,0.3032,2.7027
Montana,"Transportation, Communications, Utilities",3,989415,1110,0.3032,2.7027
Montana,Retail Trade,2,989415,1110,0.2021,1.8018
Montana,"Finance, Insurance, Real Estate",4,989415,1110,0.4043,3.6036
Montana,Services,3,989415,1110,0.3032,2.7027
North Dakota,"Oil & Gas Extraction, Mining",1,672591,829,0.1487,1.2063
North Dakota,"Manufacturing, Durable Goods",8,672591,829,1.1894,9.6502
North Dakota,"Manufacturing, Nondurable Goods",5,672591,829,0.7434,6.0314
North Dakota,"Transportation, Communications, Utilities",2,672591,829,0.2974,2.4125
North Dakota,Retail Trade,2,672591,829,0.2974,2.4125
North Dakota,"Finance, Insurance, Real Estate",2,672591,829,0.2974,2.4125
North Dakota,Services,5,672591,829,0.7434,6.0314
South Dakota,"Manufacturing, Durable Goods",2,814180,1257,0.2456,1.5911
South Dakota,"Manufacturing, Nondurable Goods",2,814180,1257,0.2456,1.5911
South Dakota,"Transportation, Communications, Utilities",2,814180,1257,0.2456,1.5911
South Dakota,Retail Trade,3,814180,1257,0.3685,2.3866
South Dakota,"Finance, Insurance, Real Estate",12,814180,1257,1.4739,9.5465
South Dakota,Services,4,814180,1257,0.4913,3.1822
Hawaii,Services,1,1360301,230,0.0735,4.3478
Vermont,"Manufacturing, Durable Goods",3,625741,686,0.4794,4.3732
Vermont,"Manufacturing, Nondurable Goods",1,625741,686,0.1598,1.4577
Vermont,"Transportation, Communications, Utilities",1,625741,686,0.1598,1.4577
Vermont,"Finance, Insurance, Real Estate",2,625741,686,0.3196,2.9155
Vermont,Services,2,625741,686,0.3196,2.9155
Puerto Rico,NA,NA,3725789,728,NA,NA
