STATE,EESTATU,CASES,CENSUSPOP,DS_POP,CS_RATE,DS_RATE
Nevada,Hourly Non-union,1,2700551,7302,0.037,0.1369
Nevada,Hourly Union,16,2700551,7302,0.5925,2.1912
Nevada,Hourly Other,3,2700551,7302,0.1111,0.4108
Nevada,Non-union,1,2700551,7302,0.037,0.1369
Nevada,Union,1,2700551,7302,0.037,0.1369
Nevada,Unknown,7,2700551,7302,0.2592,0.9586
Minnesota,Salary Non-union,144,5303925,10881,2.715,13.2341
Minnesota,Salary Union,2,5303925,10881,0.0377,0.1838
Minnesota,Salary Other,8,5303925,10881,0.1508,0.7352
Minnesota,Hourly Union,1,5303925,10881,0.0189,0.0919
Minnesota,Hourly Other,10,5303925,10881,0.1885,0.919
Minnesota,Non-union,5,5303925,10881,0.0943,0.4595
Minnesota,Union,1,5303925,10881,0.0189,0.0919
Minnesota,Unknown,31,5303925,10881,0.5845,2.849
Tennessee,Salary Non-union,330,6346105,39193,5.2,8.4199
Tennessee,Salary Union,23,6346105,39193,0.3624,0.5868
Tennessee,Salary Other,41,6346105,39193,0.6461,1.0461
Tennessee,Hourly Non-union,5,6346105,39193,0.0788,0.1276
Tennessee,Hourly Union,14,6346105,39193,0.2206,0.3572
Tennessee,Hourly Other,12,6346105,39193,0.1891,0.30620000000000003
Tennessee,Non-union,4,6346105,39193,0.063,0.1021
Tennessee,Union,4,6346105,39193,0.063,0.1021
Tennessee,Unknown,35,6346105,39193,0.5515,0.893
Kentucky,Salary Non-union,158,4339367,12082,3.6411,13.0773
Kentucky,Salary Union,5,4339367,12082,0.1152,0.4138
Kentucky,Salary Other,28,4339367,12082,0.6453,2.3175
Kentucky,Hourly Non-union,10,4339367,12082,0.2304,0.8277
Kentucky,Hourly Other,3,4339367,12082,0.0691,0.2483
Kentucky,Non-union,2,4339367,12082,0.0461,0.1655
Kentucky,Union,7,4339367,12082,0.1613,0.5794
Kentucky,Unknown,6,4339367,12082,0.1383,0.4966
Arizona,Salary Non-union,420,6392017,24762,6.5707,16.9615
Arizona,Salary Union,9,6392017,24762,0.1408,0.3635
Arizona,Salary Other,18,6392017,24762,0.2816,0.7269
Arizona,Hourly Non-union,5,6392017,24762,0.0782,0.2019
Arizona,Hourly Union,12,6392017,24762,0.1877,0.4846
Arizona,Hourly Other,20,6392017,24762,0.3129,0.8077
Arizona,Non-union,2,6392017,24762,0.0313,0.0808
Arizona,Union,1,6392017,24762,0.0156,0.0404
Arizona,Unknown,35,6392017,24762,0.5476,1.4135
New Mexico,Salary Non-union,19,2059179,2122,0.9227,8.9538
New Mexico,Salary Other,1,2059179,2122,0.0486,0.4713
New Mexico,Hourly Non-union,1,2059179,2122,0.0486,0.4713
New Mexico,Hourly Other,2,2059179,2122,0.0971,0.9425
New Mexico,Unknown,5,2059179,2122,0.2428,2.3563
Virginia,Salary Non-union,184,8001024,16696,2.2997,11.0206
Virginia,Salary Union,5,8001024,16696,0.0625,0.2995
Virginia,Salary Other,26,8001024,16696,0.325,1.5573
Virginia,Hourly Non-union,4,8001024,16696,0.05,0.2396
Virginia,Hourly Union,1,8001024,16696,0.0125,0.0599
Virginia,Hourly Other,11,8001024,16696,0.1375,0.6588
Virginia,Non-union,2,8001024,16696,0.025,0.1198
Virginia,Union,3,8001024,16696,0.0375,0.1797
Virginia,Unknown,20,8001024,16696,0.25,1.1979
Wyoming,Salary Non-union,7,563626,756,1.242,9.2593
Wyoming,Salary Union,1,563626,756,0.1774,1.3228
Wyoming,Salary Other,2,563626,756,0.3548,2.6455
Wyoming,Unknown,2,563626,756,0.3548,2.6455
Missouri,Salary Non-union,327,5988927,30140,5.4601,10.8494
Missouri,Salary Union,11,5988927,30140,0.1837,0.365
Missouri,Salary Other,96,5988927,30140,1.603,3.1851
Missouri,Hourly Non-union,27,5988927,30140,0.4508,0.8958
Missouri,Hourly Union,2,5988927,30140,0.0334,0.0664
Missouri,Hourly Other,11,5988927,30140,0.1837,0.365
Missouri,Non-union,7,5988927,30140,0.1169,0.2322
Missouri,Union,13,5988927,30140,0.2171,0.4313
Missouri,Unknown,20,5988927,30140,0.3339,0.6636
Washington,Salary Non-union,99,6724540,18780,1.4722,5.2716
Washington,Salary Union,7,6724540,18780,0.1041,0.3727
Washington,Salary Other,8,6724540,18780,0.119,0.426
Washington,Hourly Union,4,6724540,18780,0.0595,0.213
Washington,Hourly Other,2,6724540,18780,0.0297,0.1065
Washington,Non-union,4,6724540,18780,0.0595,0.213
Washington,Unknown,12,6724540,18780,0.1785,0.639
Idaho,Salary Non-union,27,1567582,2345,1.7224,11.5139
Idaho,Salary Union,3,1567582,2345,0.1914,1.2793
Idaho,Salary Other,2,1567582,2345,0.1276,0.8529
Idaho,Hourly Union,2,1567582,2345,0.1276,0.8529
Idaho,Non-union,2,1567582,2345,0.1276,0.8529
Idaho,Unknown,3,1567582,2345,0.1914,1.2793
West Virginia,Salary Non-union,56,1852994,3558,3.0221,15.7392
West Virginia,Salary Union,1,1852994,3558,0.054,0.2811
West Virginia,Salary Other,17,1852994,3558,0.9174,4.778
West Virginia,Hourly Non-union,6,1852994,3558,0.3238,1.6863
West Virginia,Hourly Union,1,1852994,3558,0.054,0.2811
West Virginia,Union,1,1852994,3558,0.054,0.2811
West Virginia,Unknown,6,1852994,3558,0.3238,1.6863
Massachusetts,Salary Non-union,301,6547629,27050,4.5971,11.1275
Massachusetts,Salary Union,13,6547629,27050,0.1985,0.4806
Massachusetts,Salary Other,45,6547629,27050,0.6873,1.6636
Massachusetts,Hourly Non-union,5,6547629,27050,0.0764,0.1848
Massachusetts,Hourly Union,1,6547629,27050,0.0153,0.037
Massachusetts,Hourly Other,13,6547629,27050,0.1985,0.4806
Massachusetts,Non-union,3,6547629,27050,0.0458,0.1109
Massachusetts,Unknown,24,6547629,27050,0.3665,0.8872
North Carolina,Salary Non-union,197,9535483,22713,2.066,8.6734000000000009
North Carolina,Salary Union,6,9535483,22713,0.0629,0.2642
North Carolina,Salary Other,34,9535483,22713,0.3566,1.4969
North Carolina,Hourly Non-union,7,9535483,22713,0.0734,0.3082
North Carolina,Hourly Union,1,9535483,22713,0.0105,0.044
North Carolina,Hourly Other,12,9535483,22713,0.1258,0.5283
North Carolina,Non-union,4,9535483,22713,0.0419,0.1761
North Carolina,Union,3,9535483,22713,0.0315,0.1321
North Carolina,Unknown,21,9535483,22713,0.2202,0.9246
Oregon,Salary Non-union,129,3831074,15289,3.3672,8.4374
Oregon,Salary Union,13,3831074,15289,0.3393,0.8503
Oregon,Salary Other,19,3831074,15289,0.4959,1.2427
Oregon,Hourly Union,9,3831074,15289,0.2349,0.5887
Oregon,Hourly Other,8,3831074,15289,0.2088,0.5233
Oregon,Non-union,1,3831074,15289,0.0261,0.0654
Oregon,Unknown,18,3831074,15289,0.4698,1.1773
Rhode Island,Salary Non-union,41,1052567,4223,3.8952,9.7087
Rhode Island,Salary Union,4,1052567,4223,0.38,0.9472
Rhode Island,Salary Other,2,1052567,4223,0.19,0.4736
Rhode Island,Hourly Other,2,1052567,4223,0.19,0.4736
Rhode Island,Non-union,1,1052567,4223,0.095,0.2368
Rhode Island,Union,1,1052567,4223,0.095,0.2368
Rhode Island,Unknown,4,1052567,4223,0.38,0.9472
Colorado,Salary Non-union,153,5029196,12893,3.0422,11.8669
Colorado,Salary Union,7,5029196,12893,0.1392,0.5429
Colorado,Salary Other,9,5029196,12893,0.179,0.6981
Colorado,Hourly Non-union,1,5029196,12893,0.0199,0.0776
Colorado,Hourly Union,2,5029196,12893,0.0398,0.1551
Colorado,Hourly Other,4,5029196,12893,0.0795,0.3102
Colorado,Non-union,1,5029196,12893,0.0199,0.0776
Colorado,Unknown,10,5029196,12893,0.1988,0.7756
Connecticut,Salary Non-union,153,3574097,14366,4.2808,10.6501
Connecticut,Salary Union,2,3574097,14366,0.056,0.1392
Connecticut,Salary Other,10,3574097,14366,0.2798,0.6961
Connecticut,Hourly Other,6,3574097,14366,0.1679,0.4177
Connecticut,Non-union,3,3574097,14366,0.0839,0.2088
Connecticut,Union,2,3574097,14366,0.056,0.1392
Connecticut,Unknown,15,3574097,14366,0.4197,1.0441
New Hampshire,Salary Non-union,43,1316470,3257,3.2663,13.2023
New Hampshire,Salary Other,5,1316470,3257,0.3798,1.5352
New Hampshire,Hourly Other,1,1316470,3257,0.076,0.307
New Hampshire,Non-union,3,1316470,3257,0.2279,0.9211
New Hampshire,Union,1,1316470,3257,0.076,0.307
New Hampshire,Unknown,6,1316470,3257,0.4558,1.8422
New Jersey,Salary Non-union,251,8791894,25601,2.8549,9.8043
New Jersey,Salary Union,8,8791894,25601,0.091,0.3125
New Jersey,Salary Other,57,8791894,25601,0.6483,2.2265
New Jersey,Hourly Non-union,4,8791894,25601,0.0455,0.1562
New Jersey,Hourly Union,2,8791894,25601,0.0227,0.0781
New Jersey,Hourly Other,18,8791894,25601,0.2047,0.7031
New Jersey,Non-union,7,8791894,25601,0.0796,0.2734
New Jersey,Union,3,8791894,25601,0.0341,0.1172
New Jersey,Unknown,25,8791894,25601,0.2844,0.9765
Alabama,Salary Non-union,129,4779736,19688,2.6989,6.5522
Alabama,Salary Union,2,4779736,19688,0.0418,0.1016
Alabama,Salary Other,37,4779736,19688,0.7741,1.8793
Alabama,Hourly Non-union,12,4779736,19688,0.2511,0.6095
Alabama,Hourly Other,6,4779736,19688,0.1255,0.3048
Alabama,Non-union,3,4779736,19688,0.0628,0.1524
Alabama,Union,1,4779736,19688,0.0209,0.0508
Alabama,Unknown,13,4779736,19688,0.272,0.6603
Alaska,Salary Non-union,16,710231,1193,2.2528,13.4116
Alaska,Salary Union,2,710231,1193,0.2816,1.6764
Alaska,Salary Other,1,710231,1193,0.1408,0.8382
Alaska,Unknown,1,710231,1193,0.1408,0.8382
South Carolina,Salary Non-union,78,4625364,8448,1.6864,9.233
South Carolina,Salary Union,3,4625364,8448,0.0649,0.3551
South Carolina,Salary Other,18,4625364,8448,0.3892,2.1307
South Carolina,Hourly Non-union,1,4625364,8448,0.0216,0.1184
South Carolina,Hourly Other,6,4625364,8448,0.1297,0.7102
South Carolina,Non-union,2,4625364,8448,0.0432,0.2367
South Carolina,Unknown,10,4625364,8448,0.2162,1.1837
Kansas,Salary Non-union,72,2853118,7854,2.5236,9.1673
Kansas,Salary Union,4,2853118,7854,0.1402,0.5093
Kansas,Salary Other,5,2853118,7854,0.1752,0.6366
Kansas,Hourly Non-union,1,2853118,7854,0.035,0.1273
Kansas,Hourly Other,1,2853118,7854,0.035,0.1273
Kansas,Unknown,3,2853118,7854,0.1051,0.382
Delaware,Salary Non-union,64,897934,8224,7.1275,7.7821
Delaware,Salary Union,2,897934,8224,0.2227,0.2432
Delaware,Salary Other,29,897934,8224,3.2296,3.5263
Delaware,Hourly Non-union,2,897934,8224,0.2227,0.2432
Delaware,Hourly Other,4,897934,8224,0.4455,0.4864
Delaware,Union,3,897934,8224,0.3341,0.3648
Delaware,Unknown,8,897934,8224,0.8909,0.9728
Utah,Salary Non-union,251,2763885,11502,9.0814,21.8223
Utah,Salary Union,4,2763885,11502,0.1447,0.3478
Utah,Salary Other,15,2763885,11502,0.5427,1.3041
Utah,Hourly Non-union,2,2763885,11502,0.0724,0.1739
Utah,Hourly Union,1,2763885,11502,0.0362,0.0869
Utah,Hourly Other,8,2763885,11502,0.2894,0.6955
Utah,Non-union,9,2763885,11502,0.3256,0.7825
Utah,Unknown,12,2763885,11502,0.4342,1.0433
Nebraska,Salary Non-union,43,1826341,4084,2.3544,10.5289
Nebraska,Salary Union,2,1826341,4084,0.1095,0.4897
Nebraska,Salary Other,4,1826341,4084,0.219,0.9794
Nebraska,Hourly Other,1,1826341,4084,0.0548,0.2449
Nebraska,Unknown,4,1826341,4084,0.219,0.9794
Montana,Salary Non-union,15,989415,1110,1.516,13.5135
Montana,Salary Union,2,989415,1110,0.2021,1.8018
Montana,Hourly Non-union,1,989415,1110,0.1011,0.9009
Montana,Hourly Other,1,989415,1110,0.1011,0.9009
Montana,Unknown,3,989415,1110,0.3032,2.7027
North Dakota,Salary Non-union,19,672591,829,2.8249,22.9192
North Dakota,Salary Union,2,672591,829,0.2974,2.4125
North Dakota,Salary Other,1,672591,829,0.1487,1.2063
North Dakota,Hourly Other,1,672591,829,0.1487,1.2063
North Dakota,Union,1,672591,829,0.1487,1.2063
North Dakota,Unknown,2,672591,829,0.2974,2.4125
South Dakota,Salary Non-union,21,814180,1257,2.5793,16.7064
South Dakota,Salary Union,1,814180,1257,0.1228,0.7955
South Dakota,Hourly Union,2,814180,1257,0.2456,1.5911
South Dakota,Hourly Other,2,814180,1257,0.2456,1.5911
South Dakota,Unknown,1,814180,1257,0.1228,0.7955
Hawaii,Hourly Union,2,1360301,230,0.147,8.6957
Hawaii,Unknown,1,1360301,230,0.0735,4.3478
Vermont,Salary Non-union,8,625741,686,1.2785,11.6618
Vermont,Non-union,1,625741,686,0.1598,1.4577
Puerto Rico,NA,NA,3725789,728,NA,NA
