STATE,EESTATU,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Maryland,Surviving Spouse/Depend.,5,5773552,4495,0.0866,1.1123
Maryland,Other/Unknown,26,5773552,4495,0.4503,5.7842
Maryland,Retiree (status unknown),0,5773552,4495,0,0
Massachusetts,Active Full Time,658,6547629,5945,10.0494,110.6812
Massachusetts,Active Part Time or Seasonal,34,6547629,5945,0.5193,5.7191
Massachusetts,Early Retiree,50,6547629,5945,0.7636,8.4104
Massachusetts,Medicare Eligible Retiree,12,6547629,5945,0.1833,2.0185
Massachusetts,Retiree (status unknown),1,6547629,5945,0.0153,0.1682
Massachusetts,COBRA Continuee,36,6547629,5945,0.5498,6.0555
Massachusetts,Long Term Disability,20,6547629,5945,0.3055,3.3642
Massachusetts,Surviving Spouse/Depend.,1,6547629,5945,0.0153,0.1682
Massachusetts,Other/Unknown,51,6547629,5945,0.7789,8.5786
Michigan,Active Full Time,1718,9883640,23231,17.3823,73.9529
Michigan,Active Part Time or Seasonal,73,9883640,23231,0.7386,3.1424
Michigan,Early Retiree,691,9883640,23231,6.9914,29.7447
Michigan,Medicare Eligible Retiree,220,9883640,23231,2.2259,9.4701
Michigan,Retiree (status unknown),8,9883640,23231,0.0809,0.3444
Michigan,COBRA Continuee,48,9883640,23231,0.4857,2.0662
Michigan,Long Term Disability,37,9883640,23231,0.3744,1.5927
Michigan,Surviving Spouse/Depend.,103,9883640,23231,1.0421,4.4337
Michigan,Other/Unknown,73,9883640,23231,0.7386,3.1424
Minnesota,Active Full Time,372,5303925,2775,7.0137,134.0541
Minnesota,Active Part Time or Seasonal,8,5303925,2775,0.1508,2.8829
Minnesota,Early Retiree,23,5303925,2775,0.4336,8.2883
Minnesota,Medicare Eligible Retiree,3,5303925,2775,0.0566,1.0811
Minnesota,Retiree (status unknown),1,5303925,2775,0.0189,0.3604
Minnesota,COBRA Continuee,23,5303925,2775,0.4336,8.2883
Minnesota,Long Term Disability,10,5303925,2775,0.1885,3.6036
Minnesota,Surviving Spouse/Depend.,1,5303925,2775,0.0189,0.3604
Minnesota,Other/Unknown,59,5303925,2775,1.1124,21.2613
Mississippi,Active Full Time,412,2967297,4220,13.8847,97.6303
Mississippi,Active Part Time or Seasonal,6,2967297,4220,0.2022,1.4218
Mississippi,Early Retiree,35,2967297,4220,1.1795,8.2938
Mississippi,Medicare Eligible Retiree,4,2967297,4220,0.1348,0.9479
Mississippi,Retiree (status unknown),2,2967297,4220,0.0674,0.4739
Mississippi,COBRA Continuee,15,2967297,4220,0.5055,3.5545
Mississippi,Long Term Disability,2,2967297,4220,0.0674,0.4739
Mississippi,Surviving Spouse/Depend.,5,2967297,4220,0.1685,1.1848
Mississippi,Other/Unknown,21,2967297,4220,0.7077,4.9763
Missouri,Active Full Time,895,5988927,8960,14.9442,99.8884
Missouri,Active Part Time or Seasonal,15,5988927,8960,0.2505,1.6741
Missouri,Early Retiree,183,5988927,8960,3.0556,20.4241
Missouri,Medicare Eligible Retiree,49,5988927,8960,0.8182,5.4687
Missouri,Retiree (status unknown),3,5988927,8960,0.0501,0.3348
Missouri,COBRA Continuee,30,5988927,8960,0.5009,3.3482
Missouri,Long Term Disability,31,5988927,8960,0.5176,3.4598
Missouri,Surviving Spouse/Depend.,23,5988927,8960,0.384,2.567
Missouri,Other/Unknown,61,5988927,8960,1.0185,6.808
Montana,Active Full Time,33,989415,290,3.3353,113.7931
Montana,Active Part Time or Seasonal,3,989415,290,0.3032,10.3448
Montana,Early Retiree,1,989415,290,0.1011,3.4483
Montana,Medicare Eligible Retiree,2,989415,290,0.2021,6.8966
Montana,Retiree (status unknown),5,989415,290,0.5053,17.2414
Montana,COBRA Continuee,2,989415,290,0.2021,6.8966
Montana,Other/Unknown,5,989415,290,0.5053,17.2414
Montana,Long Term Disability,0,989415,290,0,0
Montana,Surviving Spouse/Depend.,0,989415,290,0,0
Nebraska,Active Full Time,124,1826341,988,6.7895,125.5061
Nebraska,Active Part Time or Seasonal,2,1826341,988,0.1095,2.0243
Nebraska,Early Retiree,13,1826341,988,0.7118,13.1579
Nebraska,COBRA Continuee,3,1826341,988,0.1643,3.0364
Nebraska,Long Term Disability,2,1826341,988,0.1095,2.0243
Nebraska,Other/Unknown,17,1826341,988,0.9308,17.2065
Nebraska,Medicare Eligible Retiree,0,1826341,988,0,0
Nebraska,Retiree (status unknown),0,1826341,988,0,0
Nebraska,Surviving Spouse/Depend.,0,1826341,988,0,0
Nevada,Active Full Time,160,2700551,2031,5.9247,78.7789
Nevada,Active Part Time or Seasonal,5,2700551,2031,0.1851,2.4618
Nevada,Early Retiree,14,2700551,2031,0.5184,6.8932
Nevada,Retiree (status unknown),24,2700551,2031,0.8887,11.8168
Nevada,COBRA Continuee,4,2700551,2031,0.1481,1.9695
Nevada,Long Term Disability,4,2700551,2031,0.1481,1.9695
Nevada,Surviving Spouse/Depend.,1,2700551,2031,0.037,0.4924
Nevada,Other/Unknown,12,2700551,2031,0.4444,5.9084
Nevada,Medicare Eligible Retiree,0,2700551,2031,0,0
New Hampshire,Active Full Time,88,1316470,735,6.6845,119.7279
New Hampshire,Active Part Time or Seasonal,1,1316470,735,0.076,1.3605
New Hampshire,Early Retiree,11,1316470,735,0.8356,14.966
New Hampshire,Medicare Eligible Retiree,2,1316470,735,0.1519,2.7211
New Hampshire,COBRA Continuee,2,1316470,735,0.1519,2.7211
New Hampshire,Long Term Disability,4,1316470,735,0.3038,5.4422
New Hampshire,Other/Unknown,8,1316470,735,0.6077,10.8844
New Hampshire,Retiree (status unknown),0,1316470,735,0,0
New Hampshire,Surviving Spouse/Depend.,0,1316470,735,0,0
New Jersey,Active Full Time,535,8791894,6690,6.0852,79.9701
New Jersey,Active Part Time or Seasonal,16,8791894,6690,0.182,2.3916
New Jersey,Early Retiree,99,8791894,6690,1.126,14.7982
New Jersey,Medicare Eligible Retiree,7,8791894,6690,0.0796,1.0463
New Jersey,Retiree (status unknown),1,8791894,6690,0.0114,0.1495
New Jersey,COBRA Continuee,44,8791894,6690,0.5005,6.577
New Jersey,Long Term Disability,19,8791894,6690,0.2161,2.8401
New Jersey,Surviving Spouse/Depend.,8,8791894,6690,0.091,1.1958
New Jersey,Other/Unknown,66,8791894,6690,0.7507,9.8655
New Mexico,Active Full Time,70,2059179,508,3.3994,137.7953
New Mexico,Active Part Time or Seasonal,6,2059179,508,0.2914,11.811
New Mexico,Early Retiree,7,2059179,508,0.3399,13.7795
New Mexico,Retiree (status unknown),1,2059179,508,0.0486,1.9685
New Mexico,COBRA Continuee,3,2059179,508,0.1457,5.9055
New Mexico,Other/Unknown,12,2059179,508,0.5828,23.622
New Mexico,Medicare Eligible Retiree,0,2059179,508,0,0
New Mexico,Long Term Disability,0,2059179,508,0,0
New Mexico,Surviving Spouse/Depend.,0,2059179,508,0,0
New York,Active Full Time,682,19378102,9491,3.5194,71.8575
New York,Active Part Time or Seasonal,15,19378102,9491,0.0774,1.5804
New York,Early Retiree,144,19378102,9491,0.7431,15.1723
New York,Medicare Eligible Retiree,25,19378102,9491,0.129,2.6341
New York,Retiree (status unknown),4,19378102,9491,0.0206,0.4215
New York,COBRA Continuee,42,19378102,9491,0.2167,4.4252
New York,Long Term Disability,15,19378102,9491,0.0774,1.5804
New York,Surviving Spouse/Depend.,12,19378102,9491,0.0619,1.2644
New York,Other/Unknown,70,19378102,9491,0.3612,7.3754
North Carolina,Active Full Time,489,9535483,5321,5.1282,91.9
North Carolina,Active Part Time or Seasonal,21,9535483,5321,0.2202,3.9466
North Carolina,Early Retiree,53,9535483,5321,0.5558,9.9605
North Carolina,Medicare Eligible Retiree,10,9535483,5321,0.1049,1.8793
North Carolina,Retiree (status unknown),1,9535483,5321,0.0105,0.1879
North Carolina,COBRA Continuee,25,9535483,5321,0.2622,4.6984
North Carolina,Long Term Disability,7,9535483,5321,0.0734,1.3155
North Carolina,Surviving Spouse/Depend.,4,9535483,5321,0.0419,0.7517
North Carolina,Other/Unknown,49,9535483,5321,0.5139,9.2088
North Dakota,Active Full Time,27,672591,264,4.0143,102.2727
North Dakota,Active Part Time or Seasonal,3,672591,264,0.446,11.3636
North Dakota,Early Retiree,1,672591,264,0.1487,3.7879
North Dakota,Surviving Spouse/Depend.,2,672591,264,0.2974,7.5758
North Dakota,Other/Unknown,2,672591,264,0.2974,7.5758
North Dakota,Medicare Eligible Retiree,0,672591,264,0,0
North Dakota,Retiree (status unknown),0,672591,264,0,0
North Dakota,COBRA Continuee,0,672591,264,0,0
North Dakota,Long Term Disability,0,672591,264,0,0
Ohio,Active Full Time,1413,11536504,18596,12.2481,75.9841
Ohio,Active Part Time or Seasonal,89,11536504,18596,0.7715,4.786
Ohio,Early Retiree,443,11536504,18596,3.84,23.8223
Ohio,Medicare Eligible Retiree,89,11536504,18596,0.7715,4.786
Ohio,Retiree (status unknown),2,11536504,18596,0.0173,0.1076
Ohio,COBRA Continuee,55,11536504,18596,0.4767,2.9576
Ohio,Long Term Disability,24,11536504,18596,0.208,1.2906
Ohio,Surviving Spouse/Depend.,60,11536504,18596,0.5201,3.2265
Ohio,Other/Unknown,179,11536504,18596,1.5516,9.6257
Oklahoma,Active Full Time,169,3751351,2496,4.505,67.7083
Oklahoma,Active Part Time or Seasonal,9,3751351,2496,0.2399,3.6058
Oklahoma,Early Retiree,47,3751351,2496,1.2529,18.8301
Oklahoma,Medicare Eligible Retiree,11,3751351,2496,0.2932,4.4071
Oklahoma,Retiree (status unknown),3,3751351,2496,0.08,1.2019
Oklahoma,COBRA Continuee,8,3751351,2496,0.2133,3.2051
Oklahoma,Surviving Spouse/Depend.,2,3751351,2496,0.0533,0.8013
Oklahoma,Other/Unknown,23,3751351,2496,0.6131,9.2147
Oklahoma,Long Term Disability,0,3751351,2496,0,0
Oregon,Active Full Time,287,3831074,3046,7.4914,94.2219
Oregon,Active Part Time or Seasonal,34,3831074,3046,0.8875,11.1622
Oregon,Early Retiree,32,3831074,3046,0.8353,10.5056
Oregon,Medicare Eligible Retiree,1,3831074,3046,0.0261,0.3283
Oregon,Retiree (status unknown),16,3831074,3046,0.4176,5.2528
Oregon,COBRA Continuee,20,3831074,3046,0.522,6.566
Oregon,Long Term Disability,3,3831074,3046,0.0783,0.9849
Oregon,Other/Unknown,34,3831074,3046,0.8875,11.1622
Oregon,Surviving Spouse/Depend.,0,3831074,3046,0,0
Pennsylvania,Active Full Time,813,12702379,8980,6.4004,90.5345
Pennsylvania,Active Part Time or Seasonal,19,12702379,8980,0.1496,2.1158
Pennsylvania,Early Retiree,100,12702379,8980,0.7873,11.1359
Pennsylvania,Medicare Eligible Retiree,18,12702379,8980,0.1417,2.0045
Pennsylvania,Retiree (status unknown),2,12702379,8980,0.0157,0.2227
Pennsylvania,COBRA Continuee,44,12702379,8980,0.3464,4.8998
Pennsylvania,Long Term Disability,22,12702379,8980,0.1732,2.4499
Pennsylvania,Surviving Spouse/Depend.,8,12702379,8980,0.063,0.8909
Pennsylvania,Other/Unknown,86,12702379,8980,0.677,9.5768
Puerto Rico,Active Full Time,29,3725789,117,0.7784,247.8632
Puerto Rico,Early Retiree,3,3725789,117,0.0805,25.641
Puerto Rico,Long Term Disability,4,3725789,117,0.1074,34.188
Puerto Rico,Other/Unknown,4,3725789,117,0.1074,34.188
Puerto Rico,Active Part Time or Seasonal,0,3725789,117,0,0
Puerto Rico,Medicare Eligible Retiree,0,3725789,117,0,0
Puerto Rico,Retiree (status unknown),0,3725789,117,0,0
Puerto Rico,COBRA Continuee,0,3725789,117,0,0
Puerto Rico,Surviving Spouse/Depend.,0,3725789,117,0,0
Rhode Island,Active Full Time,111,1052567,795,10.5456,139.6226
Rhode Island,Active Part Time or Seasonal,20,1052567,795,1.9001,25.1572
Rhode Island,Early Retiree,10,1052567,795,0.9501,12.5786
Rhode Island,Medicare Eligible Retiree,1,1052567,795,0.095,1.2579
Rhode Island,COBRA Continuee,7,1052567,795,0.665,8.805
Rhode Island,Long Term Disability,6,1052567,795,0.57,7.5472
Rhode Island,Other/Unknown,18,1052567,795,1.7101,22.6415
Rhode Island,Retiree (status unknown),0,1052567,795,0,0
Rhode Island,Surviving Spouse/Depend.,0,1052567,795,0,0
South Carolina,Active Full Time,206,4625364,2399,4.4537,85.8691
South Carolina,Active Part Time or Seasonal,8,4625364,2399,0.173,3.3347
South Carolina,Early Retiree,48,4625364,2399,1.0378,20.0083
South Carolina,Medicare Eligible Retiree,7,4625364,2399,0.1513,2.9179
South Carolina,COBRA Continuee,17,4625364,2399,0.3675,7.0863
South Carolina,Long Term Disability,5,4625364,2399,0.1081,2.0842
South Carolina,Surviving Spouse/Depend.,3,4625364,2399,0.0649,1.2505
South Carolina,Other/Unknown,27,4625364,2399,0.5837,11.2547
South Carolina,Retiree (status unknown),0,4625364,2399,0,0
South Dakota,Active Full Time,37,814180,360,4.5444,102.7778
South Dakota,Early Retiree,2,814180,360,0.2456,5.5556
South Dakota,Retiree (status unknown),4,814180,360,0.4913,11.1111
South Dakota,COBRA Continuee,1,814180,360,0.1228,2.7778
South Dakota,Other/Unknown,2,814180,360,0.2456,5.5556
South Dakota,Active Part Time or Seasonal,0,814180,360,0,0
South Dakota,Medicare Eligible Retiree,0,814180,360,0,0
South Dakota,Long Term Disability,0,814180,360,0,0
South Dakota,Surviving Spouse/Depend.,0,814180,360,0,0
Tennessee,Active Full Time,1018,6346105,10788,16.0413,94.3641
Tennessee,Active Part Time or Seasonal,38,6346105,10788,0.5988,3.5224
Tennessee,Early Retiree,88,6346105,10788,1.3867,8.1572
Tennessee,Medicare Eligible Retiree,15,6346105,10788,0.2364,1.3904
Tennessee,Retiree (status unknown),50,6346105,10788,0.7879,4.6348
Tennessee,COBRA Continuee,29,6346105,10788,0.457,2.6882
Tennessee,Long Term Disability,6,6346105,10788,0.0945,0.5562
Tennessee,Surviving Spouse/Depend.,13,6346105,10788,0.2049,1.205
Tennessee,Other/Unknown,79,6346105,10788,1.2449,7.323
Texas,Active Full Time,2051,25145561,24161,8.1565,84.8889
Texas,Active Part Time or Seasonal,63,25145561,24161,0.2505,2.6075
Texas,Early Retiree,161,25145561,24161,0.6403,6.6636
Texas,Medicare Eligible Retiree,26,25145561,24161,0.1034,1.0761
Texas,Retiree (status unknown),19,25145561,24161,0.0756,0.7864
Texas,COBRA Continuee,83,25145561,24161,0.3301,3.4353
Texas,Long Term Disability,48,25145561,24161,0.1909,1.9867
Texas,Surviving Spouse/Depend.,23,25145561,24161,0.0915,0.9519
Texas,Other/Unknown,297,25145561,24161,1.1811,12.2925
Utah,Active Full Time,524,2763885,2598,18.9588,201.6936
Utah,Active Part Time or Seasonal,2,2763885,2598,0.0724,0.7698
Utah,Early Retiree,27,2763885,2598,0.9769,10.3926
Utah,Medicare Eligible Retiree,1,2763885,2598,0.0362,0.3849
Utah,Retiree (status unknown),3,2763885,2598,0.1085,1.1547
Utah,COBRA Continuee,17,2763885,2598,0.6151,6.5435
Utah,Long Term Disability,13,2763885,2598,0.4704,5.0038
Utah,Surviving Spouse/Depend.,1,2763885,2598,0.0362,0.3849
Utah,Other/Unknown,23,2763885,2598,0.8322,8.853
Vermont,Active Full Time,23,625741,188,3.6756,122.3404
Vermont,Early Retiree,2,625741,188,0.3196,10.6383
Vermont,Retiree (status unknown),1,625741,188,0.1598,5.3191
Vermont,COBRA Continuee,1,625741,188,0.1598,5.3191
Vermont,Active Part Time or Seasonal,0,625741,188,0,0
Vermont,Medicare Eligible Retiree,0,625741,188,0,0
Vermont,Long Term Disability,0,625741,188,0,0
Vermont,Surviving Spouse/Depend.,0,625741,188,0,0
Vermont,Other/Unknown,0,625741,188,0,0
Virginia,Active Full Time,496,8001024,4923,6.1992,100.7516
Virginia,Active Part Time or Seasonal,12,8001024,4923,0.15,2.4375
Virginia,Early Retiree,49,8001024,4923,0.61240000000000006,9.9533
Virginia,Medicare Eligible Retiree,8,8001024,4923,0.1,1.625
Virginia,Retiree (status unknown),4,8001024,4923,0.05,0.8125
Virginia,COBRA Continuee,30,8001024,4923,0.375,6.0938
Virginia,Long Term Disability,11,8001024,4923,0.1375,2.2344
